ENSG00000256004.1	0	0	0
ENSG00000166532.15	0	0	0
ENSG00000244131.2	0	0	0
ENSG00000256661.1	0	0	0
ENSG00000249790.2	0	0	0
ENSG00000256904.1	0	0	0
ENSG00000166535.19	0	0	0
ENSG00000282022.1	0	0	0
ENSG00000111752.10	0	0	0
ENSG00000003056.7	1	1	0
ENSG00000139187.9	0	0	0
ENSG00000257105.1	0	0	0
ENSG00000213049.3	0	0	0
ENSG00000255776.1	0	0	0
ENSG00000214851.4	0	0	0
ENSG00000245105.2	0	0	1
ENSG00000175899.14	3	1	3
ENSG00000256937.1	0	0	0
ENSG00000256720.1	0	0	0
ENSG00000126838.9	0	0	0
ENSG00000256817.1	8	3	5
ENSG00000256069.7	0	0	0
ENSG00000283429.1	2	1	1
ENSG00000231503.4	0	0	0
ENSG00000237248.4	0	0	0
ENSG00000256427.1	0	0	0
ENSG00000111788.10	0	0	0
ENSG00000212440.1	0	0	0
ENSG00000255753.1	0	0	0
ENSG00000260423.1	0	0	0
ENSG00000256673.1	0	0	0
ENSG00000278635.1	0	0	0
ENSG00000214826.5	0	0	0
ENSG00000212432.1	0	0	0
ENSG00000214776.10	0	0	0
ENSG00000256975.1	0	0	0
ENSG00000111796.3	0	0	0
ENSG00000256594.7	0	0	0
ENSG00000212345.1	0	0	0
ENSG00000233719.4	0	0	0
ENSG00000272917.1	0	0	0
ENSG00000256442.1	0	0	0
ENSG00000257027.1	0	0	0
ENSG00000069493.14	1	1	0
ENSG00000213443.2	0	0	0
ENSG00000256582.1	0	0	0
ENSG00000184293.7	0	0	0
ENSG00000110848.8	1	1	0
ENSG00000256912.1	0	0	0
ENSG00000150045.11	0	0	0
ENSG00000110852.4	0	0	0
ENSG00000255882.1	0	0	0
ENSG00000256797.1	0	0	0
ENSG00000188393.8	0	0	0
ENSG00000225231.1	0	0	0
ENSG00000231560.1	0	0	0
ENSG00000172322.13	0	0	0
ENSG00000165682.14	0	0	0
ENSG00000256660.5	0	0	0
ENSG00000256803.1	0	0	0
ENSG00000197992.6	0	0	0
ENSG00000256626.1	0	0	0
ENSG00000150048.10	0	0	0
ENSG00000223042.1	0	0	0
ENSG00000255734.1	0	0	0
ENSG00000172243.17	0	0	0
ENSG00000173391.8	0	0	0
ENSG00000165685.8	0	0	0
ENSG00000139112.10	0	0	0
ENSG00000255958.1	0	0	0
ENSG00000134539.16	0	0	0
ENSG00000256288.1	0	0	0
ENSG00000256155.1	0	0	0
ENSG00000245648.1	0	0	0
ENSG00000213809.8	0	0	0
ENSG00000255819.7	0	0	0
ENSG00000183542.5	0	0	0
ENSG00000205810.8	0	0	0
ENSG00000255641.1	0	0	0
ENSG00000205809.9	0	0	0
ENSG00000134545.13	0	0	0
ENSG00000180574.3	5	4	1
ENSG00000257016.1	0	0	0
ENSG00000256039.1	0	0	0
ENSG00000256667.6	0	0	0
ENSG00000111196.9	1	0	1
ENSG00000060140.8	0	0	0
ENSG00000060138.12	2	1	1
ENSG00000256888.5	0	0	0
ENSG00000235930.3	0	0	0
ENSG00000121377.2	0	0	0
ENSG00000121314.2	0	0	0
ENSG00000121381.4	0	0	0
ENSG00000231887.6	0	0	0
ENSG00000121318.2	0	0	0
ENSG00000256651.1	0	0	0
ENSG00000275778.1	0	0	0
ENSG00000111215.11	0	0	0
ENSG00000256682.2	0	0	0
ENSG00000212128.2	0	0	0
ENSG00000134551.12	0	0	0
ENSG00000212127.5	0	0	0
ENSG00000212125.2	0	0	0
ENSG00000212126.3	0	0	0
ENSG00000255837.1	0	0	0
ENSG00000212124.2	0	0	0
ENSG00000256436.1	0	0	0
ENSG00000256019.1	0	0	0
ENSG00000226761.3	0	0	0
ENSG00000256274.1	0	0	0
ENSG00000255374.3	0	0	0
ENSG00000256400.1	0	0	0
ENSG00000256188.3	0	0	0
ENSG00000256981.1	0	0	0
ENSG00000256712.1	0	0	0
ENSG00000256537.4	0	0	0
ENSG00000186136.1	0	0	0
ENSG00000256657.1	0	0	0
ENSG00000275119.1	0	0	0
ENSG00000197870.12	0	0	0
ENSG00000230657.6	0	0	0
ENSG00000251655.6	0	0	0
ENSG00000121335.11	0	0	0
ENSG00000255790.5	0	0	0
ENSG00000237303.2	0	0	0
ENSG00000278654.1	0	0	0
ENSG00000277705.1	0	0	0
ENSG00000270863.1	0	0	0
ENSG00000274551.1	0	0	0
ENSG00000256237.1	0	0	0
ENSG00000251747.1	0	0	0
ENSG00000247157.6	0	0	0
ENSG00000139083.10	0	0	0
ENSG00000121380.12	0	0	0
ENSG00000198134.3	1	1	0
ENSG00000283475.1	1	0	1
ENSG00000070018.8	0	0	0
ENSG00000242405.2	0	0	0
ENSG00000199551.1	0	0	0
ENSG00000270857.1	0	0	0
ENSG00000207010.1	0	0	0
ENSG00000111261.13	0	0	0
ENSG00000243141.2	0	0	0
ENSG00000205791.3	0	0	0
ENSG00000165714.10	0	0	0
ENSG00000271370.1	0	0	0
ENSG00000111266.8	0	0	0
ENSG00000255670.1	0	0	0
ENSG00000240424.2	0	0	0
ENSG00000111269.2	0	0	0
ENSG00000271215.1	0	0	0
ENSG00000275963.1	0	0	0
ENSG00000183150.7	0	0	0
ENSG00000257004.1	0	0	0
ENSG00000111276.10	0	0	0
ENSG00000275560.1	0	0	0
ENSG00000256658.1	0	0	0
ENSG00000178878.12	0	0	0
ENSG00000207983.1	0	0	0
ENSG00000270296.1	0	0	0
ENSG00000213782.7	0	0	0
ENSG00000242329.1	0	0	0
ENSG00000241352.3	7	4	3
ENSG00000234498.3	2	1	1
ENSG00000013588.7	7	4	3
ENSG00000283759.1	0	0	0
ENSG00000247498.9	0	0	0
ENSG00000111291.8	0	0	0
ENSG00000256011.1	0	0	0
ENSG00000221611.1	0	0	0
ENSG00000013583.8	0	0	0
ENSG00000183935.5	0	0	0
ENSG00000255621.1	0	0	0
ENSG00000243129.2	0	0	0
ENSG00000084444.13	0	0	0
ENSG00000111305.18	0	0	0
ENSG00000134531.9	1	0	1
ENSG00000180861.9	0	0	0
ENSG00000273079.5	0	0	0
ENSG00000201476.1	0	0	0
ENSG00000201909.1	0	0	0
ENSG00000256306.1	0	0	0
ENSG00000277935.1	0	0	0
ENSG00000200475.1	0	0	0
ENSG00000256346.1	0	0	0
ENSG00000227760.2	0	0	0
ENSG00000256084.1	0	0	0
ENSG00000255763.1	0	0	0
ENSG00000251908.1	0	0	0
ENSG00000255749.1	1	0	1
ENSG00000244573.3	0	0	0
ENSG00000171681.12	1	0	1
ENSG00000121316.10	0	0	0
ENSG00000255649.1	0	0	0
ENSG00000200830.1	0	0	0
ENSG00000256751.5	0	0	0
ENSG00000070019.4	0	0	0
ENSG00000214772.2	0	0	0
ENSG00000261324.2	1	0	1
ENSG00000197837.3	0	0	0
ENSG00000246705.4	0	0	0
ENSG00000084463.7	0	0	0
ENSG00000182993.3	0	3	4
ENSG00000179256.2	0	0	0
ENSG00000111339.10	0	0	0
ENSG00000256339.1	0	0	0
ENSG00000111341.9	3	6	4
ENSG00000139055.6	0	0	0
ENSG00000111348.8	3	1	2
ENSG00000139053.2	0	0	0
ENSG00000255727.1	0	0	0
ENSG00000134533.6	0	0	0
ENSG00000256650.1	0	0	0
ENSG00000255660.1	0	0	0
ENSG00000256283.1	0	0	0
ENSG00000151490.13	0	0	0
ENSG00000243916.1	0	0	0
ENSG00000151491.12	1	1	0
ENSG00000200105.1	0	0	0
ENSG00000255565.1	0	0	0
ENSG00000256627.1	0	0	0
ENSG00000256953.1	0	0	0
ENSG00000023734.10	0	0	0
ENSG00000023697.12	0	0	0
ENSG00000256134.1	0	0	0
ENSG00000188991.3	0	0	0
ENSG00000008394.12	0	0	0
ENSG00000256238.1	0	0	0
ENSG00000256450.1	0	0	0
ENSG00000048540.14	0	0	0
ENSG00000256564.1	0	0	0
ENSG00000283240.1	0	0	0
ENSG00000255871.2	0	0	0
ENSG00000256211.1	1	1	0
ENSG00000213235.3	13	7	6
ENSG00000212358.1	0	0	0
ENSG00000242991.2	0	0	0
ENSG00000256896.1	0	0	0
ENSG00000256756.1	0	0	0
ENSG00000256994.1	0	0	0
ENSG00000256389.1	0	0	0
ENSG00000283665.1	0	0	0
ENSG00000206662.1	0	0	0
ENSG00000111404.6	0	0	0
ENSG00000139144.9	0	0	0
ENSG00000255892.1	0	0	0
ENSG00000255960.1	0	0	0
ENSG00000256138.1	0	0	0
ENSG00000139151.14	0	0	0
ENSG00000255993.1	0	0	0
ENSG00000255648.1	0	0	0
ENSG00000177938.4	0	0	0
ENSG00000227525.4	13	8	5
ENSG00000256844.1	0	0	0
ENSG00000052126.14	0	0	0
ENSG00000253284.2	0	0	0
ENSG00000240993.3	0	0	0
ENSG00000243854.3	0	0	0
ENSG00000139154.14	0	0	0
ENSG00000255909.1	0	0	0
ENSG00000271462.1	0	0	0
ENSG00000200247.1	0	0	0
ENSG00000245205.3	24	11	13
ENSG00000240328.1	0	0	0
ENSG00000200885.1	0	0	0
ENSG00000255910.1	0	0	0
ENSG00000256849.1	1	1	0
ENSG00000256287.1	0	0	0
ENSG00000256499.1	0	0	0
ENSG00000256879.1	0	0	0
ENSG00000172572.6	0	0	0
ENSG00000131982.5	0	0	0
ENSG00000256663.1	0	0	0
ENSG00000139155.8	0	0	0
ENSG00000111700.12	0	0	0
ENSG00000257046.5	0	0	0
ENSG00000256157.1	0	0	0
ENSG00000205754.10	0	0	0
ENSG00000257062.6	0	0	0
ENSG00000134538.2	0	0	0
ENSG00000084453.16	0	0	0
ENSG00000121351.7	0	0	0
ENSG00000121350.15	0	0	0
ENSG00000256021.1	0	0	0
ENSG00000004700.15	0	0	0
ENSG00000111711.9	1	0	1
ENSG00000134548.9	0	0	0
ENSG00000111713.2	0	0	0
ENSG00000111716.12	1	0	1
ENSG00000256615.1	0	0	0
ENSG00000255644.1	0	0	0
ENSG00000121361.3	0	0	0
ENSG00000069431.11	0	0	0
ENSG00000257022.1	0	0	0
ENSG00000275567.1	0	0	0
ENSG00000255627.1	0	0	0
ENSG00000111726.12	0	0	0
ENSG00000111728.10	0	0	0
ENSG00000274624.1	0	0	0
ENSG00000283582.1	0	0	0
ENSG00000212172.1	0	0	0
ENSG00000256714.1	0	0	0
ENSG00000111731.12	0	0	0
ENSG00000256973.1	0	0	0
ENSG00000256371.1	0	0	0
ENSG00000256774.1	1	0	1
ENSG00000250166.2	0	0	0
ENSG00000257023.1	0	0	0
ENSG00000139163.15	0	0	0
ENSG00000274885.1	0	0	0
ENSG00000256995.6	0	0	0
ENSG00000241451.2	0	0	0
ENSG00000256923.1	0	0	0
ENSG00000256321.5	0	0	0
ENSG00000256353.1	0	0	0
ENSG00000115934.11	0	0	0
ENSG00000134532.15	0	0	0
ENSG00000256473.1	0	0	0
ENSG00000216192.1	0	0	0
ENSG00000255864.5	0	0	0
ENSG00000256120.1	0	0	0
ENSG00000197503.4	0	0	0
ENSG00000256852.1	0	0	0
ENSG00000244662.1	0	0	0
ENSG00000255745.1	0	0	0
ENSG00000240481.3	0	0	0
ENSG00000060982.14	0	0	0
ENSG00000256482.1	0	0	0
ENSG00000278969.1	0	0	0
ENSG00000255921.1	0	0	0
ENSG00000213736.2	0	0	0
ENSG00000226397.8	0	0	0
ENSG00000118308.15	0	0	0
ENSG00000258546.1	0	0	0
ENSG00000258449.1	0	0	0
ENSG00000276842.1	0	0	0
ENSG00000118307.18	0	0	0
ENSG00000205707.10	0	0	0
ENSG00000133703.11	0	0	0
ENSG00000274987.1	0	0	0
ENSG00000275197.1	0	0	0
ENSG00000278743.1	0	0	0
ENSG00000201439.1	0	0	0
ENSG00000241846.1	0	0	0
ENSG00000152936.10	0	0	0
ENSG00000279173.1	0	0	0
ENSG00000256079.1	0	0	0
ENSG00000255988.1	0	0	0
ENSG00000257009.1	0	0	0
ENSG00000222950.1	0	0	0
ENSG00000256686.1	0	0	0
ENSG00000255725.2	0	0	0
ENSG00000256440.1	0	0	0
ENSG00000283603.1	0	0	0
ENSG00000256256.1	0	0	0
ENSG00000246695.7	0	0	0
ENSG00000123094.15	0	0	0
ENSG00000123095.5	0	0	0
ENSG00000123096.11	0	0	0
ENSG00000256894.1	0	0	0
ENSG00000256234.1	0	0	0
ENSG00000255750.5	0	0	0
ENSG00000278095.1	0	0	0
ENSG00000255858.1	0	0	0
ENSG00000255968.1	0	0	0
ENSG00000256185.1	0	0	0
ENSG00000123104.11	0	0	0
ENSG00000212549.1	0	0	0
ENSG00000234428.2	0	0	0
ENSG00000256640.1	0	0	0
ENSG00000064102.14	0	0	0
ENSG00000111790.13	0	0	0
ENSG00000247903.1	0	0	0
ENSG00000064115.10	0	0	0
ENSG00000152944.8	0	0	0
ENSG00000275764.1	0	0	0
ENSG00000214700.5	0	0	0
ENSG00000271418.1	0	0	0
ENSG00000256226.1	0	0	0
ENSG00000256625.1	0	0	0
ENSG00000211455.7	0	0	0
ENSG00000029153.14	0	0	0
ENSG00000245311.2	0	0	0
ENSG00000165935.9	0	0	0
ENSG00000257037.1	1	1	0
ENSG00000110841.13	1	0	1
ENSG00000248100.2	0	0	0
ENSG00000256056.1	0	0	0
ENSG00000256557.1	0	0	0
ENSG00000256377.5	0	0	0
ENSG00000174236.3	0	0	0
ENSG00000276261.1	0	0	0
ENSG00000230519.2	0	0	0
ENSG00000256504.2	0	0	0
ENSG00000061794.12	0	0	0
ENSG00000252585.1	0	0	0
ENSG00000205693.3	0	0	0
ENSG00000256747.1	0	0	0
ENSG00000087448.9	1	0	1
ENSG00000256512.1	0	0	0
ENSG00000201612.1	0	0	0
ENSG00000274075.1	0	0	0
ENSG00000256378.1	0	0	0
ENSG00000087494.15	0	0	0
ENSG00000257042.1	0	0	0
ENSG00000123106.10	0	0	0
ENSG00000247934.4	0	0	0
ENSG00000255951.1	0	0	0
ENSG00000278733.1	0	0	0
ENSG00000273989.1	0	0	0
ENSG00000252237.1	0	0	0
ENSG00000202187.1	0	0	0
ENSG00000244712.1	0	0	0
ENSG00000256513.1	0	0	0
ENSG00000278687.1	0	0	0
ENSG00000257258.1	0	0	0
ENSG00000064763.10	0	0	0
ENSG00000275278.1	0	0	0
ENSG00000275476.1	0	0	0
ENSG00000257176.2	0	0	0
ENSG00000274315.1	0	0	0
ENSG00000273680.1	0	0	0
ENSG00000087502.17	0	0	0
ENSG00000257599.1	0	0	0
ENSG00000187950.8	0	0	0
ENSG00000133687.15	0	0	0
ENSG00000257456.1	0	0	0
ENSG00000242986.2	0	0	0
ENSG00000276431.1	0	0	0
ENSG00000257262.1	0	0	0
ENSG00000257756.5	0	0	0
ENSG00000251781.1	0	0	0
ENSG00000257932.1	0	0	0
ENSG00000258202.1	0	0	0
ENSG00000133704.9	0	0	0
ENSG00000110888.17	0	0	0
ENSG00000246331.2	0	0	0
ENSG00000235884.3	0	0	0
ENSG00000258118.1	1	1	0
ENSG00000110900.14	1	0	1
ENSG00000226472.8	0	0	0
ENSG00000256984.2	0	0	0
ENSG00000245614.3	0	0	0
ENSG00000013573.16	0	0	0
ENSG00000212533.1	0	0	0
ENSG00000270926.1	0	0	0
ENSG00000177359.17	0	0	0
ENSG00000270766.1	0	0	0
ENSG00000243517.1	5	2	3
ENSG00000270395.1	0	0	0
ENSG00000275097.1	0	0	0
ENSG00000139146.13	1	0	1
ENSG00000256176.1	0	0	0
ENSG00000177340.5	0	0	0
ENSG00000256232.1	0	0	0
ENSG00000283256.1	0	0	0
ENSG00000170456.15	0	0	0
ENSG00000200388.1	1	1	0
ENSG00000275769.1	0	0	0
ENSG00000203437.3	0	0	0
ENSG00000256159.1	0	0	0
ENSG00000201228.1	0	0	0
ENSG00000225349.2	0	0	0
ENSG00000255867.1	1	0	1
ENSG00000252390.1	0	0	0
ENSG00000231788.4	0	0	0
ENSG00000233381.3	0	0	0
ENSG00000139160.13	0	0	0
ENSG00000151743.10	0	0	0
ENSG00000276058.1	0	0	0
ENSG00000276900.1	0	0	0
ENSG00000256843.1	0	0	0
ENSG00000223722.3	2	2	0
ENSG00000188375.4	2	2	0
ENSG00000252421.1	0	0	0
ENSG00000252204.1	0	0	0
ENSG00000256372.1	0	0	0
ENSG00000255760.1	0	0	0
ENSG00000256465.1	0	0	0
ENSG00000244436.2	0	0	0
ENSG00000242314.1	2	2	0
ENSG00000256987.1	0	0	0
ENSG00000174718.11	0	0	0
ENSG00000276136.1	0	0	0
ENSG00000257094.1	0	0	0
ENSG00000257852.1	0	0	0
ENSG00000271357.1	0	0	0
ENSG00000257530.1	0	0	0
ENSG00000151746.13	0	0	0
ENSG00000277342.1	0	0	0
ENSG00000258134.1	1	1	0
ENSG00000274964.1	0	0	0
ENSG00000276115.1	0	0	0
ENSG00000207176.1	0	0	0
ENSG00000139132.14	0	0	0
ENSG00000253063.1	0	0	0
ENSG00000087470.17	1	1	0
ENSG00000257643.1	0	0	0
ENSG00000201563.1	0	0	0
ENSG00000276148.1	0	0	0
ENSG00000257511.1	0	0	0
ENSG00000139131.12	0	0	0
ENSG00000274105.1	0	0	0
ENSG00000275854.1	0	0	0
ENSG00000057294.14	0	0	0
ENSG00000274976.1	0	0	0
ENSG00000244743.1	0	0	0
ENSG00000257316.1	0	0	0
ENSG00000257435.1	0	0	0
ENSG00000110975.8	0	0	0
ENSG00000259937.2	0	0	0
ENSG00000273853.1	0	0	0
ENSG00000256070.1	0	0	0
ENSG00000212475.1	0	0	0
ENSG00000270807.1	0	0	0
ENSG00000207026.1	0	0	0
ENSG00000201624.1	0	0	0
ENSG00000139133.6	0	0	0
ENSG00000245482.2	0	0	0
ENSG00000256538.1	0	0	0
ENSG00000255628.1	0	0	0
ENSG00000256986.2	0	0	0
ENSG00000250788.1	0	0	0
ENSG00000255652.3	0	0	0
ENSG00000272435.1	0	0	0
ENSG00000258794.3	0	0	0
ENSG00000256614.1	0	0	0
ENSG00000258368.2	0	0	0
ENSG00000257173.1	0	0	0
